Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Transaction Type
Art & Sculpture,34,14935,-594,-1609,12732,Sales
Basket,13,3744,-316.8,0,3427.2,Sales
Basket,12,3825,-201.6,-288,3335.4,Sales
Basket,17,3035,-63.25,0,2971.75,Sales
Art & Sculpture,47,2696.8,-44.16,0,2652.64,Sales
Basket,17,2695,-52.5,-110,2532.5,Sales
Basket,20,2310,-66,-110,2134,Sales
Christmas,90,2160,-45.59,0,2114.41,Sales
Art & Sculpture,10,2250,-180,0,2070,Sales
Basket,11,1925,-17.5,0,1907.5,Sales
Basket,30,1907,-41.3,0,1865.7,Sales
Home Decor,19,1748,-46.85,0,1701.15,Sales
Basket,15,1725,-92,0,1633,Sales
Art & Sculpture,2,1625,-5,0,1620,Sales
Recycled Art,37,1554,-29.4,0,1524.6,Sales
Jewelry,33,1584,-67.17,0,1516.83,Sales
Basket,20,1560,-47.8,0,1512.2,Sales
Jewelry,32,1536,-76.8,0,1459.2,Sales
Home Decor,17,1496,-44,0,1452,Sales
Basket,5,1467,-57.6,0,1409.4,Sales
Art & Sculpture,9,1466,-75.89,0,1390.11,Sales
Art & Sculpture,11,1375,-12.5,0,1362.5,Sales
Art & Sculpture,58,1392,-36,0,1356,Sales
Christmas,58,1392,-45.6,0,1346.4,Sales
Jewelry,96,1400,-42,-56,1302,Sales
Art & Sculpture,3,1660,0,-365,1295,Sales
Basket,15,1260,0,0,1260,Sales
Basket,9,1315,-57.5,0,1257.5,Sales
Art & Sculpture,30,1260,-46.2,0,1213.8,Sales
Skin Care,32,1216,-26.6,0,1189.4,Sales
Home Decor,18,1224,-40.8,0,1183.2,Sales
Basket,7,1225,-70,0,1155,Sales
Art & Sculpture,7,1155,-47.51,0,1107.49,Sales
Home Decor,5,1125,-22.5,0,1102.5,Sales
Basket,4,1152,-57.6,0,1094.4,Sales
Basket,14,1158,-67.16,0,1090.84,Sales
Basket,10,1100,-11,0,1089,Sales
Kitchen,69,1104,-25.6,0,1078.4,Sales
Basket,10,1100,-26.13,0,1073.87,Sales
Art & Sculpture,15,1110,-46.79,0,1063.21,Sales
Art & Sculpture,18,1352,-31.99,-258,1062.01,Sales
Basket,11,1056,-7.57,0,1048.43,Sales
Home Decor,12,1120,-72,0,1048,Sales
Basket,6,1050,-17.5,0,1032.5,Sales
Basket,4,1030,0,0,1030,Sales
Basket,13,1194,-8.8,-156,1029.2,Sales
Art & Sculpture,15,1110,-81.38,0,1028.62,Sales
Art & Sculpture,59,1062,-33.6,0,1028.4,Sales
Basket,6,1225,-35,-175,1015,Sales
Basket,6,990,0,0,990,Sales
Basket,6,1050,-78.75,0,971.25,Sales
Basket,9,1100,-43.99,-99.01,957,Sales
Home Decor,11,968,-17.6,0,950.4,Sales
Basket,9,990,-43.99,0,946.01,Sales
Basket,7,952,-13.6,0,938.4,Sales
Art & Sculpture,25,950,-17.6,0,932.4,Sales
Basket,5,925,0,0,925,Sales
Art & Sculpture,2,1150,-230,0,920,Sales
Basket,3,1179,0,-288,891,Sales
Christmas,11,924,-33.6,0,890.4,Sales
Art & Sculpture,4,960,-72,0,888,Sales
Kitchen,24,906,-18.99,0,887.01,Sales
Basket,3,945,-63,0,882,Sales
Home Decor,7,879,0,0,879,Sales
Art & Sculpture,10,975,-17.59,-79.21,878.2,Sales
Basket,11,898,-33.2,0,864.8,Sales
Basket,7,876.5,-12.65,0,863.85,Sales
Basket,5,875,-17.5,0,857.5,Sales
Art & Sculpture,4,900,-45,0,855,Sales
Home Decor,9,925,-73.5,0,851.5,Sales
Art & Sculpture,11,858,-23.6,0,834.4,Sales
Jewelry,18,912,-45.6,-48,818.4,Sales
Basket,7,812,-11.6,0,800.4,Sales
Basket,7,1035,-23,-230,782,Sales
Art & Sculpture,19,798,-16.79,0,781.21,Sales
Basket,16,804,-30.8,0,773.2,Sales
Basket,7,770,-3.48,0,766.52,Sales
Basket,7,775,-22.5,0,752.5,Sales
Basket,7,770,-33,0,737,Sales
Jewelry,16,768,-31.2,0,736.8,Sales
Basket,9,736,0,0,736,Sales
Jewelry,16,768,-33.6,0,734.4,Sales
Basket,4,740,-18.5,0,721.5,Sales
Jewelry,15,720,-9.6,0,710.4,Sales
Basket,4,700,0,0,700,Sales
Basket,6,696,-11.6,0,684.4,Sales
Christmas,18,798,-7.6,-114,676.4,Sales
Basket,5,725,-58,0,667,Sales
Basket,4,700,-35,0,665,Sales
Jewelry,25,700,-35.8,0,664.2,Sales
Jewelry,24,672,-28.01,0,643.99,Sales
Art & Sculpture,9,700,-57,0,643,Sales
Art & Sculpture,2,645,-4.15,0,640.85,Sales
Home Decor,5,631,0,0,631,Sales
Art & Sculpture,18,648,-21.6,0,626.4,Sales
Art & Sculpture,5,638,-12.4,0,625.6,Sales
Art & Sculpture,5,625,0,0,625,Sales
Art & Sculpture,5,636,-12.4,0,623.6,Sales
Basket,5,625,-12.5,0,612.5,Sales
Jewelry,13,624,-19.2,0,604.8,Sales
Basket,2,891,0,-288,603,Sales
Art & Sculpture,4,600,-15,0,585,Sales
Jewelry,42,602,-7.01,-14,580.99,Sales
Basket,5,580,0,0,580,Sales
Basket,2,576,0,0,576,Sales
Skin Care,31,573.5,-1.85,0,571.65,Sales
Home Decor,7,574,-8.2,0,565.8,Sales
Art & Sculpture,4,565,0,0,565,Sales
Basket,3,564,0,0,564,Sales
Kitchen,20,560,-2.81,0,557.19,Sales
Basket,5,575,-23,0,552,Sales
Basket,5,550,0,0,550,Sales
Christmas,15,570,-20.2,0,549.8,Sales
Jewelry,40,616,-11.2,-56,548.8,Sales
Art & Sculpture,6,588,-48.99,0,539.01,Sales
Home Decor,6,590,-59,0,531,Sales
Home Decor,8,544,-13.6,0,530.4,Sales
Basket,5,550,-22,0,528,Sales
Basket,5,550,-22,0,528,Sales
Basket,5,550,-22,0,528,Sales
Basket,19,622,-94.6,0,527.4,Sales
Basket,3,525,0,0,525,Sales
Basket,3,525,0,0,525,Sales
Art & Sculpture,6,522,0,0,522,Sales
Textiles,5,564,-44,0,520,Sales
Art & Sculpture,13,526,-12.6,0,513.4,Sales
Art & Sculpture,18,516,-6,0,510,Sales
Basket,12,528,-18.8,0,509.2,Sales
Basket,3,525,-17.5,0,507.5,Sales
Art & Sculpture,14,518,-14.6,0,503.4,Sales
Jewelry,9,522,-21.6,0,500.4,Sales
Kitchen,7,506,-5.8,0,500.2,Sales
Basket,4,500,0,0,500,Sales
Basket,9,498,0,0,498,Sales
Jewelry,11,528,-33.58,0,494.42,Sales
Basket,12,546,-17.6,-37,491.4,Sales
Art & Sculpture,9,486,-5.4,0,480.6,Sales
Jewelry,10,480,0,0,480,Sales
Art & Sculpture,22,506,-10.99,-19.8,475.21,Sales
Basket,10,480,-4.8,0,475.2,Sales
Art & Sculpture,9,593,-9,-110,474,Sales
Art & Sculpture,22,484,-11.29,0,472.71,Sales
Basket,4,500,-37.5,0,462.5,Sales
Kitchen,13,468,-7.2,0,460.8,Sales
Art & Sculpture,5,460,0,0,460,Sales
Basket,4,460,0,0,460,Sales
Christmas,21,462,-2.2,0,459.8,Sales
Accessories,25,472,-14,0,458,Sales
Jewelry,17,476,-18.2,0,457.8,Sales
Basket,3,460,-2.24,0,457.76,Sales
Art & Sculpture,7,476,-20.4,0,455.6,Sales
Art & Sculpture,2,450,0,0,450,Sales
Art & Sculpture,2,450,0,0,450,Sales
Basket,3,450,0,0,450,Sales
Art & Sculpture,18,450,-5,0,445,Sales
Basket,3,460,-17.5,0,442.5,Sales
Art & Sculpture,4,458,-15.6,0,442.4,Sales
Art & Sculpture,6,536,-6.8,-88,441.2,Sales
Jewelry,5,440,0,0,440,Sales
Christmas,5,440,0,0,440,Sales
Jewelry,16,448,-8.4,0,439.6,Sales
Art & Sculpture,25,450,-14.39,0,435.61,Sales
Basket,4,440,-11,0,429,Sales
Christmas,17,442,-20.8,0,421.2,Sales
Kitchen,45,437,-10.25,-8.54,418.21,Sales
Art & Sculpture,10,420,-4.5,0,415.5,Sales
Art & Sculpture,14,435,-20.1,0,414.9,Sales
Fair Trade Gifts,17,432,-19.6,0,412.4,Sales
Basket,10,420,-9.6,0,410.4,Sales
Basket,2,615,0,-205,410,Sales
Art & Sculpture,12,432,-25.2,0,406.8,Sales
One-of-a-Kind,1,450,-45,0,405,Sales
Christmas,12,408,-3.4,0,404.6,Sales
Jewelry,29,462,-8.41,-56,397.59,Sales
Basket,6,408,-11.8,0,396.2,Sales
Basket,4,440,-44,0,396,Sales
Basket,2,410,-20.5,0,389.5,Sales
Art & Sculpture,3,432,-43.2,0,388.8,Sales
Art & Sculpture,1,385,0,0,385,Sales
Art & Sculpture,1,385,0,0,385,Sales
Basket,4,414,-33,0,381,Sales
Art & Sculpture,6,379,0,0,379,Sales
Home Decor,3,374,0,0,374,Sales
Basket,9,378,-4.2,0,373.8,Sales
Art & Sculpture,16,408,-13.6,-21.6,372.8,Sales
Kitchen,21,374,-1.39,0,372.61,Sales
Art & Sculpture,3,384,-12.8,0,371.2,Sales
Art & Sculpture,4,380,-9.5,0,370.5,Sales
Basket,2,370,0,0,370,Sales
Basket,11,393.25,-25,0,368.25,Sales
Basket,8,428,-19.2,-46,362.8,Sales
Soapstone,13,359,0,0,359,Sales
Art & Sculpture,2,396,-39.6,0,356.4,Sales
Kitchen,18,360,-4,0,356,Sales
Art & Sculpture,4,360,-4.19,0,355.81,Sales
Art & Sculpture,4,360,-5.8,0,354.2,Sales
Christmas,16,352,0,0,352,Sales
Basket,2,370,-18.5,0,351.5,Sales
Art & Sculpture,1,350,0,0,350,Sales
Basket,2,350,0,0,350,Sales
Basket,2,350,0,0,350,Sales
Basket,2,350,0,0,350,Sales
Art & Sculpture,11,352,-3.19,0,348.81,Sales
Basket,7,364,-15.6,0,348.4,Sales
Basket,6,348,0,0,348,Sales
Basket,3,348,0,0,348,Sales
Basket,3,348,0,0,348,Sales
Home Decor,16,352,-4.4,0,347.6,Sales
Christmas,16,352,-4.4,0,347.6,Sales
Basket,8,344,0,0,344,Sales
Basket,9,342,0,0,342,Sales
Jewelry,11,360,-19.4,0,340.6,Sales
Basket,9,339,0,0,339,Sales
Fair Trade Gifts,16,352,-13.18,0,338.82,Sales
Art & Sculpture,6,348,-11.6,0,336.4,Sales
Basket,3,360,-24,0,336,Sales
Art & Sculpture,2,336,0,0,336,Sales
Jewelry,7,336,-3.15,0,332.85,Sales
Art & Sculpture,14,350,-17.2,0,332.8,Sales
Art & Sculpture,2,350,-17.5,0,332.5,Sales
Basket,2,350,-17.5,0,332.5,Sales
Basket,3,330,0,0,330,Sales
Basket,3,440,0,-110,330,Sales
Basket,3,330,0,0,330,Sales
Basket,2,330,0,0,330,Sales
Art & Sculpture,3,440,0,-110,330,Sales
Basket,1,365,-36.5,0,328.5,Sales
Art & Sculpture,8,336,-12.6,0,323.4,Sales
Jewelry,10,340,-18.6,0,321.4,Sales
Home Decor,5,408,-20.4,-68,319.6,Sales
Basket,3,330,-11,0,319,Sales
Basket,3,330,-11,0,319,Sales
Music,9,328,-12.6,0,315.4,Sales
Art & Sculpture,7,315,0,0,315,Sales
Basket,2,350,-35,0,315,Sales
Basket,2,350,-35,0,315,Sales
Christmas,18,324,-10.8,0,313.2,Sales
Basket,1,310,0,0,310,Sales
Art & Sculpture,3,330,-22,0,308,Sales
Basket,3,330,-22,0,308,Sales
Art & Sculpture,2,324,-16.2,0,307.8,Sales
Kitchen,13,312,-4.81,0,307.19,Sales
Art & Sculpture,5,312,-5,0,307,Sales
Basket,5,307,0,0,307,Sales
Art & Sculpture,7,315,-9.5,0,305.5,Sales
Basket,3,348,-46.4,0,301.6,Sales
Art & Sculpture,2,300,0,0,300,Sales
Basket,8,348,-11.41,-38,298.59,Sales
Basket,3,298,0,0,298,Sales
Jewelry,11,308,-11.21,0,296.79,Sales
Art & Sculpture,2,296,0,0,296,Sales
Jewelry,6,300,-4.4,0,295.6,Sales
Kitchen,29,307.5,-14.16,0,293.34,Sales
Basket,3,304,-11,0,293,Sales
Jewelry,21,378,-2.8,-84,291.2,Sales
Art & Sculpture,5,290,0,0,290,Sales
Textiles,8,342,-15.2,-38,288.8,Sales
Basket,3,288,0,0,288,Sales
Home Decor,2,288,0,0,288,Sales
Art & Sculpture,6,288,0,0,288,Sales
Christmas,16,306,-1.8,-18,286.2,Sales
Soapstone,8,285,0,0,285,Sales
Home Decor,5,320,-38.4,0,281.6,Sales
Home Decor,8,304,-22.8,0,281.2,Sales
Furniture,2,350,-70,0,280,Sales
Music,16,292,-12.2,0,279.8,Sales
Art & Sculpture,3,302,-23.4,0,278.6,Sales
Jewelry,6,288,-9.6,0,278.4,Sales
Art & Sculpture,6,288,-9.61,0,278.39,Sales
Christmas,13,286,-8.8,0,277.2,Sales
Jewelry,6,288,-12,0,276,Sales
Basket,6,280,-6.32,0,273.68,Sales
Home Decor,2,288,-14.39,0,273.61,Sales
Art & Sculpture,8,288,-14.4,0,273.6,Sales
Home Decor,4,286,-13.6,0,272.4,Sales
Art & Sculpture,4,272,0,0,272,Sales
Basket,2,272,0,0,272,Sales
Art & Sculpture,6,276,-4.8,0,271.2,Sales
Christmas,15,270,0,0,270,Sales
Home Decor,2,270,0,0,270,Sales
Jewelry,10,280,-10.44,0,269.56,Sales
Art & Sculpture,15,278,-8.71,0,269.29,Sales
Art & Sculpture,7,272,-3.52,0,268.48,Sales
Christmas,15,288,-3.6,-18,266.4,Sales
Home Decor,4,272,-6.79,0,265.21,Sales
Home Decor,4,272,-6.8,0,265.2,Sales
Christmas,15,270,-5.41,0,264.59,Sales
Kids,12,264,0,0,264,Sales
Home Decor,3,264,0,0,264,Sales
Fair Trade Gifts,22,264,0,0,264,Sales
Kitchen,2,264,0,0,264,Sales
Basket,1,288,-28.8,0,259.2,Sales
Recycled Art,9,262,-3,0,259,Sales
Music,4,256,0,0,256,Sales
Basket,6,264,-8.8,0,255.2,Sales
Jewelry,7,270,-15.21,0,254.79,Sales
Basket,6,252,0,0,252,Sales
Basket,6,267,-15.31,0,251.69,Sales
Home Decor,4,272,-20.4,0,251.6,Sales
Home Decor,7,304,-15.2,-38,250.8,Sales
Home Decor,4,248,0,0,248,Sales
Furniture,1,275,-27.5,0,247.5,Sales
Recycled Art,1,245,0,0,245,Sales
Art & Sculpture,2,244,0,0,244,Sales
Jewelry,6,252,-8.41,0,243.59,Sales
Skin Care,13,240.5,0,0,240.5,Sales
Music,13,280,-21.99,-18.01,240,Sales
Basket,1,240,0,0,240,Sales
Basket,1,240,0,0,240,Sales
Basket,1,240,0,0,240,Sales
Art & Sculpture,5,240,0,0,240,Sales
Basket,8,274,0,-34,240,Sales
Art & Sculpture,1,240,0,0,240,Sales
Basket,1,240,0,0,240,Sales
Jewelry,8,244,-5.1,0,238.9,Sales
Home Decor,2,249,-12.5,0,236.5,Sales
Kitchen,4,252,-15.6,0,236.4,Sales
Christmas,13,234,0,0,234,Sales
Basket,2,232,0,0,232,Sales
Basket,2,232,0,0,232,Sales
Basket,2,348,-11.6,-104.4,232,Sales
Jewelry,5,240,-9.6,0,230.4,Sales
Basket,2,230,0,0,230,Sales
Christmas,9,252,-22.4,0,229.6,Sales
Skin Care,6,228,0,0,228,Sales
Basket,5,272,-5.12,-38.88,228,Sales
Christmas,4,232,-5.8,0,226.2,Sales
Basket,6,268,-4,-38,226,Sales
Basket,5,240,-14.6,0,225.4,Sales
Basket,4,245,-19.69,0,225.31,Sales
Art & Sculpture,1,225,0,0,225,Sales
Art & Sculpture,1,225,0,0,225,Sales
Basket,6,228,-3.4,0,224.6,Sales
Basket,6,266,-3.8,-38,224.2,Sales
Kitchen,19,228,-5.79,0,222.21,Sales
Art & Sculpture,3,222,0,0,222,Sales
Basket,4,232,-10.6,0,221.4,Sales
Basket,2,232,-11.6,0,220.4,Sales
Basket,2,220,0,0,220,Sales
Basket,2,220,0,0,220,Sales
Basket,2,220,0,0,220,Sales
Basket,2,220,0,0,220,Sales
Basket,2,220,0,0,220,Sales
Basket,2,220,0,0,220,Sales
Basket,1,240,-24,0,216,Sales
Basket,1,240,-24,0,216,Sales
Basket,1,240,-24,0,216,Sales
Basket,1,240,-24,0,216,Sales
Christmas,8,224,-8.41,0,215.59,Sales
Home Decor,3,234,-19.5,0,214.5,Sales
Christmas,12,216,-1.8,0,214.2,Sales
Home Decor,6,228,-15.19,0,212.81,Sales
Basket,5,220,-8.8,0,211.2,Sales
Art & Sculpture,1,210,0,0,210,Sales
Art & Sculpture,8,224,-14,0,210,Sales
Basket,1,210,0,0,210,Sales
Basket,2,220,-11,0,209,Sales
Basket,2,220,-11,0,209,Sales
Basket,2,220,-11,0,209,Sales
Basket,2,220,-11,0,209,Sales
Basket,2,232,-23.2,0,208.8,Sales
Art & Sculpture,12,216,-8.4,0,207.6,Sales
Soapstone,8,224,-19.6,0,204.4,Sales
Kitchen,6,204,0,0,204,Sales
Jewelry,3,204,0,0,204,Sales
Basket,3,204,0,0,204,Sales
Basket,3,204,0,0,204,Sales
Jewelry,6,204,0,0,204,Sales
Jewelry,3,204,0,0,204,Sales
Basket,6,204,0,0,204,Sales
Basket,3,204,0,0,204,Sales
Kitchen,20,220.5,-16.92,0,203.58,Sales
Art & Sculpture,4,312,-5.2,-104,202.8,Sales
Art & Sculpture,6,216,-14.4,0,201.6,Sales
One-of-a-Kind,1,200,0,0,200,Sales
One-of-a-Kind,1,200,0,0,200,Sales
One-of-a-Kind,1,200,0,0,200,Sales
Basket,4,204,-5.8,0,198.2,Sales
Home Decor,2,208,-9.8,0,198.2,Sales
Basket,2,220,-22,0,198,Sales
Basket,1,220,-22,0,198,Sales
Art & Sculpture,9,198,0,0,198,Sales
Accessories,3,204,-6.8,0,197.2,Sales
Accessories,2,196,0,0,196,Sales
Art & Sculpture,7,196,0,0,196,Sales
Accessories,2,196,0,0,196,Sales
Home Decor,4,196,0,0,196,Sales
Accessories,2,196,0,0,196,Sales
Jewelry,6,202,-6.6,0,195.4,Sales
Basket,1,195,0,0,195,Sales
Art & Sculpture,3,195,0,0,195,Sales
Basket,1,195,0,0,195,Sales
Basket,1,390,0,-195,195,Sales
Basket,1,195,0,0,195,Sales
Basket,4,208,-13.01,0,194.99,Sales
Recycled Art,8,200,-5.01,0,194.99,Sales
Jewelry,5,202,-7.6,0,194.4,Sales
Soapstone,7,193,0,0,193,Sales
Art & Sculpture,3,192,0,0,192,Sales
Home Decor,5,204,-12.1,0,191.9,Sales
Kids,6,204,-13.4,0,190.6,Sales
Basket,3,204,-13.6,0,190.4,Sales
Home Decor,2,190,0,0,190,Sales
Basket,2,190,0,0,190,Sales
Basket,4,194,-4.4,0,189.6,Sales
Basket,4,194,-5,0,189,Sales
Recycled Art,6,192,-3.2,0,188.8,Sales
Basket,1,564,0,-376,188,Sales
Basket,4,188,0,0,188,Sales
Basket,7,196,-8.39,0,187.61,Sales
Basket,6,194,-6.41,0,187.59,Sales
Basket,4,192,-4.8,0,187.2,Sales
Basket,4,192,-4.8,0,187.2,Sales
Home Decor,8,192,-4.8,0,187.2,Sales
Accessories,2,196,-9.79,0,186.21,Sales
Soapstone,5,190,-3.8,0,186.2,Sales
Accessories,2,196,-9.81,0,186.19,Sales
Art & Sculpture,12,192,-6.42,0,185.58,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Art & Sculpture,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Art & Sculpture,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Home Decor,1,185,0,0,185,Sales
Basket,1,185,0,0,185,Sales
Basket,1,205,-20.5,0,184.5,Sales
Art & Sculpture,3,204,-20.4,0,183.6,Sales
Music,9,186,-2.4,0,183.6,Sales
Jewelry,8,192,-9.59,0,182.41,Sales
Home Decor,5,190,-7.6,0,182.4,Sales
Home Decor,5,228,-7.6,-38,182.4,Sales
Basket,4,182,0,0,182,Sales
Soapstone,7,183,-2.1,0,180.9,Sales
Furniture,2,190,-9.49,0,180.51,Sales
Recycled Art,12,180,0,0,180,Sales
Basket,4,184,-4.6,0,179.4,Sales
Jewelry,7,196,-16.79,0,179.21,Sales
Basket,2,188,-9.4,0,178.6,Sales
Art & Sculpture,1,198,-19.8,0,178.2,Sales
Kids,5,178,0,0,178,Sales
Jewelry,13,238,-4.21,-56,177.79,Sales
Jewelry,4,192,-14.39,0,177.61,Sales
Art & Sculpture,5,180,-3.6,0,176.4,Sales
Art & Sculpture,10,180,-3.62,0,176.38,Sales
Jewelry,2,176,0,0,176,Sales
Art & Sculpture,4,176,0,0,176,Sales
Art & Sculpture,4,180,-4.5,0,175.5,Sales
Basket,1,195,-19.5,0,175.5,Sales
Art & Sculpture,1,195,-19.5,0,175.5,Sales
Jewelry,4,180,-4.6,0,175.4,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
One-of-a-Kind,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Basket,1,175,0,0,175,Sales
Christmas,10,180,-5.4,0,174.6,Sales
Home Decor,3,179.2,-5.12,0,174.08,Sales
Music,3,174,0,0,174,Sales
Basket,3,174,0,0,174,Sales
Jewelry,3,174,0,0,174,Sales
Basket,3,174,0,0,174,Sales
Home Decor,3,186,-12.4,0,173.6,Sales
Art & Sculpture,5,180,-7.2,0,172.8,Sales
Art & Sculpture,3,184,-11.6,0,172.4,Sales
Art & Sculpture,4,172,0,0,172,Sales
Art & Sculpture,8,176,-4.4,0,171.6,Sales
Home Decor,4,176,-4.4,0,171.6,Sales
Basket,4,176,-4.4,0,171.6,Sales
Kitchen,16,172.5,-1.05,0,171.45,Sales
Basket,5,170,0,0,170,Sales
Christmas,5,170,0,0,170,Sales
Kitchen,15,171,-1.05,0,169.95,Sales
Jewelry,8,176,-6.6,0,169.4,Sales
Kitchen,16,175.5,-7.12,0,168.38,Sales
Home Decor,3,174,-5.8,0,168.2,Sales
Furniture,3,174,-5.8,0,168.2,Sales
Accessories,3,174,-5.81,0,168.19,Sales
Basket,4,168,0,0,168,Sales
Soapstone,7,168,0,0,168,Sales
Art & Sculpture,4,168,0,0,168,Sales
Art & Sculpture,4,182,-14.4,0,167.6,Sales
Kitchen,14,172,-4.8,0,167.2,Sales
Kids,5,170,-3.4,0,166.6,Sales
Home Decor,4,166.6,0,0,166.6,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Basket,1,185,-18.5,0,166.5,Sales
Art & Sculpture,4,166,0,0,166,Sales
Basket,2,182,-16.23,0,165.77,Sales
Art & Sculpture,1,165,0,0,165,Sales
Basket,1,165,0,0,165,Sales
Basket,1,165,0,0,165,Sales
One-of-a-Kind,1,165,0,0,165,Sales
Basket,1,165,0,0,165,Sales
Basket,5,206,-7.2,-34,164.8,Sales
Basket,3,164,0,0,164,Sales
Textiles,8,164,0,0,164,Sales
Art & Sculpture,2,163,0,0,163,Sales
Art & Sculpture,6,162,0,0,162,Sales
Art & Sculpture,3,162,0,0,162,Sales
Basket,10,160,0,0,160,Sales
Basket,3,160,0,0,160,Sales
Home Decor,2,160,0,0,160,Sales
Basket,3,171,-11.3,0,159.7,Sales
Christmas,6,168,-8.4,0,159.6,Sales
Basket,6,170,-11.6,0,158.4,Sales
Basket,3,163,-4.8,0,158.2,Sales
Basket,5,172,-14,0,158,Sales
Basket,1,175,-17.49,0,157.51,Sales
Basket,1,175,-17.5,0,157.5,Sales
Basket,1,175,-17.5,0,157.5,Sales
Basket,1,175,-17.5,0,157.5,Sales
Basket,1,175,-17.5,0,157.5,Sales
Basket,1,175,-17.5,0,157.5,Sales
Basket,1,175,-17.5,0,157.5,Sales
Art & Sculpture,4,157,0,0,157,Sales
Basket,1,174,-17.4,0,156.6,Sales
Home Decor,3,162,-5.4,0,156.6,Sales
Basket,3,174,-17.4,0,156.6,Sales
Jewelry,2,156,0,0,156,Sales
Home Decor,3,180,-24,0,156,Sales
Kitchen,13,156,0,0,156,Sales
Home Decor,2,156,0,0,156,Sales
Home Decor,1,155,0,0,155,Sales
Basket,1,155,0,0,155,Sales
Art & Sculpture,9,162,-7.21,0,154.79,Sales
Art & Sculpture,5,160,-6.4,0,153.6,Sales
Art & Sculpture,10,153.2,0,0,153.2,Sales
Jewelry,4,156,-3.81,0,152.19,Sales
Art & Sculpture,4,152,0,0,152,Sales
Art & Sculpture,4,152,0,0,152,Sales
Basket,3,152,0,0,152,Sales
Jewelry,7,154,-2.2,0,151.8,Sales
Art & Sculpture,7,154,-2.2,0,151.8,Sales
Art & Sculpture,4,151.4,0,0,151.4,Sales
Art & Sculpture,2,168,-16.8,0,151.2,Sales
Basket,3,156,-5.2,0,150.8,Sales
Art & Sculpture,4,158.8,-8.38,0,150.42,Sales
Art & Sculpture,1,150,0,0,150,Sales
Art & Sculpture,4,150,0,0,150,Sales
Soapstone,7,154,-4.4,0,149.6,Sales
Basket,1,165,-16.5,0,148.5,Sales
Basket,1,165,-16.5,0,148.5,Sales
Basket,1,165,-16.5,0,148.5,Sales
Basket,1,165,-16.5,0,148.5,Sales
Kids,3,158,-9.6,0,148.4,Sales
Basket,4,152,-3.8,0,148.2,Sales
Home Decor,4,152,-3.8,0,148.2,Sales
Basket,3,148,0,0,148,Sales
Basket,1,185,-37,0,148,Sales
Basket,2,148,0,0,148,Sales
Art & Sculpture,1,185,-37,0,148,Sales
Basket,1,185,-37,0,148,Sales
Kitchen,15,159,-11.54,0,147.46,Sales
Basket,4,192,-7.79,-38,146.21,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Art & Sculpture,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
Basket,1,145,0,0,145,Sales
